Seq	AOU	English_Common_Name	French_Common_Name	Spanish_Common_Name	order	family	genus	species
765	03920	unid. woodpecker	unid Pic sp.	Woodpecker sp.	Piciformes	Picidae	Woodpecker	Woodpecker sp.
771	03620	Crested Caracara	Caracara du Nord	Caracara cheriway	Falconiformes	Falconidae	Caracara	Caracara cheriway
773	03600	American Kestrel	Crécerelle d'Amérique	Falco sparverius	Falconiformes	Falconidae	Falco	Falco sparverius
775	03570	Merlin	Faucon émerillon	Falco columbarius	Falconiformes	Falconidae	Falco	Falco columbarius
777	03590	Aplomado Falcon	Faucon aplomado	Falco femoralis	Falconiformes	Falconidae	Falco	Falco femoralis
780	03540	Gyrfalcon	Faucon gerfaut	Falco rusticolus	Falconiformes	Falconidae	Falco	Falco rusticolus
781	03560	Peregrine Falcon	Faucon pèlerin	Falco peregrinus	Falconiformes	Falconidae	Falco	Falco peregrinus
782	03550	Prairie Falcon	Faucon des prairies	Falco mexicanus	Falconiformes	Falconidae	Falco	Falco mexicanus
783	03824	Monk Parakeet	Conure veuve	Myiopsitta monachus	Psittaciformes	Psittacidae	Myiopsitta	Myiopsitta monachus
786	51830	Nanday Parakeet	Conure nanday	Aratinga nenday	Psittaciformes	Psittacidae	Aratinga	Aratinga nenday
800	52021	Yellow-chevroned Parakeet	Toui à ailes jaunes	Brotogeris chiriri	Psittaciformes	Psittacidae	Brotogeris	Brotogeris chiriri
801	03827	unid. White-winged / Yellow-chevroned Parakeet	Toui à ailes variées / Toui à ailes jaunes	Brotogeris versicolurus / chiriri	Psittaciformes	Psittacidae	Brotogeris	Brotogeris versicolurus / chiriri
806	03826	Red-crowned Parrot	Amazone à joues vertes	Amazona viridigenalis	Psittaciformes	Psittacidae	Amazona	Amazona viridigenalis
813	03823	Rose-ringed Parakeet	Perruche à collier	Psittacula krameri	Psittaciformes	Psittaculidae	Psittacula	Psittacula krameri
815	03822	Budgerigar	Perruche ondulée	Melopsittacus undulatus	Psittaciformes	Psittaculidae	Melopsittacus	Melopsittacus undulatus
848	04720	Northern Beardless-Tyrannulet	Tyranneau imberbe	Camptostoma imberbe	Passeriformes	Tyrannidae	Camptostoma	Camptostoma imberbe
869	04590	Olive-sided Flycatcher	Moucherolle à côtés olive	Contopus cooperi	Passeriformes	Tyrannidae	Contopus	Contopus cooperi
870	04600	Greater Pewee	Moucherolle de Coues	Contopus pertinax	Passeriformes	Tyrannidae	Contopus	Contopus pertinax
871	04620	Western Wood-Pewee	Pioui de l'Ouest	Contopus sordidulus	Passeriformes	Tyrannidae	Contopus	Contopus sordidulus
872	04610	Eastern Wood-Pewee	Pioui de l'Est	Contopus virens	Passeriformes	Tyrannidae	Contopus	Contopus virens
875	04630	Yellow-bellied Flycatcher	Moucherolle à ventre jaune	Empidonax flaviventris	Passeriformes	Tyrannidae	Empidonax	Empidonax flaviventris
876	04650	Acadian Flycatcher	Moucherolle vert	Empidonax virescens	Passeriformes	Tyrannidae	Empidonax	Empidonax virescens
877	04661	Alder Flycatcher	Moucherolle des aulnes	Empidonax alnorum	Passeriformes	Tyrannidae	Empidonax	Empidonax alnorum
878	04660	Willow Flycatcher	Moucherolle des saules	Empidonax traillii	Passeriformes	Tyrannidae	Empidonax	Empidonax traillii
879	04665	unid. Alder Flycatcher / Willow Flycatcher	unid Moucherolle des aulnes / des saules	Empidonax alnorum / traillii	Passeriformes	Tyrannidae	Empidonax	Empidonax alnorum / traillii
881	04670	Least Flycatcher	Moucherolle tchébec	Empidonax minimus	Passeriformes	Tyrannidae	Empidonax	Empidonax minimus
882	04680	Hammond's Flycatcher	Moucherolle de Hammond	Empidonax hammondii	Passeriformes	Tyrannidae	Empidonax	Empidonax hammondii
883	04691	Gray Flycatcher	Moucherolle gris	Empidonax wrightii	Passeriformes	Tyrannidae	Empidonax	Empidonax wrightii
884	04690	Dusky Flycatcher	Moucherolle sombre	Empidonax oberholseri	Passeriformes	Tyrannidae	Empidonax	Empidonax oberholseri
885	04689	unid. Hammond's Flycatcher / Dusky Flycatcher	unid Moucherolle Hammond's / Moucherolle Dusky	Empidonax hammondii / oberholseri	Passeriformes	Tyrannidae	Empidonax	Empidonax hammondii / oberholseri
887	04641	Pacific-slope Flycatcher	Moucherolle côtier	Empidonax difficilis	Passeriformes	Tyrannidae	Empidonax	Empidonax difficilis
888	04640	Cordilleran Flycatcher	Moucherolle des ravins	Empidonax occidentalis	Passeriformes	Tyrannidae	Empidonax	Empidonax occidentalis
889	04642	unid. Cordilleran / Pacific-slope Flycatcher	unid Moucherolle côtier / Moucherolle des ravins	Empidonax difficilis / occidentalis	Passeriformes	Tyrannidae	Empidonax	Empidonax difficilis / occidentalis
891	04700	Buff-breasted Flycatcher	Moucherolle beige	Empidonax fulvifrons	Passeriformes	Tyrannidae	Empidonax	Empidonax fulvifrons
892	04679	unid. Empidonax flycatcher	unid Empidonax sp.	Empidonax sp.	Passeriformes	Tyrannidae	Empidonax	Empidonax sp.
893	04580	Black Phoebe	Moucherolle noir	Sayornis nigricans	Passeriformes	Tyrannidae	Sayornis	Sayornis nigricans
894	04560	Eastern Phoebe	Moucherolle phébi	Sayornis phoebe	Passeriformes	Tyrannidae	Sayornis	Sayornis phoebe
895	04570	Say's Phoebe	Moucherolle à ventre roux	Sayornis saya	Passeriformes	Tyrannidae	Sayornis	Sayornis saya
896	04710	Vermilion Flycatcher	Moucherolle vermillon	Pyrocephalus rubinus	Passeriformes	Tyrannidae	Pyrocephalus	Pyrocephalus rubinus
900	04550	Dusky-capped Flycatcher	Tyran olivâtre	Myiarchus tuberculifer	Passeriformes	Tyrannidae	Myiarchus	Myiarchus tuberculifer
901	04540	Ash-throated Flycatcher	Tyran à gorge cendrée	Myiarchus cinerascens	Passeriformes	Tyrannidae	Myiarchus	Myiarchus cinerascens
903	04520	Great Crested Flycatcher	Tyran huppé	Myiarchus crinitus	Passeriformes	Tyrannidae	Myiarchus	Myiarchus crinitus
904	04530	Brown-crested Flycatcher	Tyran de Wied	Myiarchus tyrannulus	Passeriformes	Tyrannidae	Myiarchus	Myiarchus tyrannulus
907	04490	Great Kiskadee	Tyran quiquivi	Pitangus sulphuratus	Passeriformes	Tyrannidae	Pitangus	Pitangus sulphuratus
911	04510	Sulphur-bellied Flycatcher	Tyran tigré	Myiodynastes luteiventris	Passeriformes	Tyrannidae	Myiodynastes	Myiodynastes luteiventris
915	04460	Tropical Kingbird	Tyran mélancolique	Tyrannus melancholicus	Passeriformes	Tyrannidae	Tyrannus	Tyrannus melancholicus
916	04461	Couch's Kingbird	Tyran de Couch	Tyrannus couchii	Passeriformes	Tyrannidae	Tyrannus	Tyrannus couchii
917	04462	unid. Tropical Kingbird / Couch's Kingbird	unid Tyran mélancolique / Tyran de Couch	Tyrannus melancholicus / couchii	Passeriformes	Tyrannidae	Tyrannus	Tyrannus melancholicus / couchii
918	04480	Cassin's Kingbird	Tyran de Cassin	Tyrannus vociferans	Passeriformes	Tyrannidae	Tyrannus	Tyrannus vociferans
919	04451	Thick-billed Kingbird	Tyran à bec épais	Tyrannus crassirostris	Passeriformes	Tyrannidae	Tyrannus	Tyrannus crassirostris
920	04470	Western Kingbird	Tyran de l'Ouest	Tyrannus verticalis	Passeriformes	Tyrannidae	Tyrannus	Tyrannus verticalis
921	04447	unid. Cassin's Kingbird / Western Kingbird	unid Tyran de Cassin / Tyran de l'Ouest	Tyrannus vociferans / verticalis	Passeriformes	Tyrannidae	Tyrannus	Tyrannus vociferans / verticalis
922	04440	Eastern Kingbird	Tyran tritri	Tyrannus tyrannus	Passeriformes	Tyrannidae	Tyrannus	Tyrannus tyrannus
923	04450	Gray Kingbird	Tyran gris	Tyrannus dominicensis	Passeriformes	Tyrannidae	Tyrannus	Tyrannus dominicensis
925	04430	Scissor-tailed Flycatcher	Tyran à longue queue	Tyrannus forficatus	Passeriformes	Tyrannidae	Tyrannus	Tyrannus forficatus
926	04420	Fork-tailed Flycatcher	Tyran des savanes	Tyrannus savana	Passeriformes	Tyrannidae	Tyrannus	Tyrannus savana
941	06220	Loggerhead Shrike	Pie-grièche migratrice	Lanius ludovicianus	Passeriformes	Laniidae	Lanius	Lanius ludovicianus
942	06210	Northern Shrike	Pie-grièche boréale	Lanius borealis	Passeriformes	Laniidae	Lanius	Lanius borealis
950	06300	Black-capped Vireo	Viréo à tête noire	Vireo atricapilla	Passeriformes	Vireonidae	Vireo	Vireo atricapilla
952	06310	White-eyed Vireo	Viréo aux yeux blancs	Vireo griseus	Passeriformes	Vireonidae	Vireo	Vireo griseus
957	06330	Bell's Vireo	Viréo de Bell	Vireo bellii	Passeriformes	Vireonidae	Vireo	Vireo bellii
958	06340	Gray Vireo	Viréo gris	Vireo vicinior	Passeriformes	Vireonidae	Vireo	Vireo vicinior
959	06320	Hutton's Vireo	Viréo de Hutton	Vireo huttoni	Passeriformes	Vireonidae	Vireo	Vireo huttoni
960	06280	Yellow-throated Vireo	Viréo à gorge jaune	Vireo flavifrons	Passeriformes	Vireonidae	Vireo	Vireo flavifrons
961	06291	Cassin's Vireo	Viréo de Cassin	Vireo cassinii	Passeriformes	Vireonidae	Vireo	Vireo cassinii
962	06290	Blue-headed Vireo	Viréo à tête bleue	Vireo solitarius	Passeriformes	Vireonidae	Vireo	Vireo solitarius
963	06295	unid. Cassin's Vireo / Blue-headed Vireo	unid Viréo de Cassin / Viréo à tête bleue	Vireo cassinii / solitarius	Passeriformes	Vireonidae	Vireo	Vireo cassinii / solitarius
964	06292	Plumbeous Vireo	Viréo plombé	Vireo plumbeus	Passeriformes	Vireonidae	Vireo	Vireo plumbeus
965	06296	unid. Plumbeous Vireo / Cassin's Vireo	unid Viréo plombé / Viréo de Cassin	Vireo plumbeus / cassinii	Passeriformes	Vireonidae	Vireo	Vireo plumbeus / cassinii
966	06260	Philadelphia Vireo	Viréo de Philadelphie	Vireo philadelphicus	Passeriformes	Vireonidae	Vireo	Vireo philadelphicus
967	06270	Warbling Vireo	Viréo mélodieux	Vireo gilvus	Passeriformes	Vireonidae	Vireo	Vireo gilvus
969	06240	Red-eyed Vireo	Viréo aux yeux rouges	Vireo olivaceus	Passeriformes	Vireonidae	Vireo	Vireo olivaceus
971	06230	Black-whiskered Vireo	Viréo à moustaches	Vireo altiloquus	Passeriformes	Vireonidae	Vireo	Vireo altiloquus
973	04840	Gray Jay	Mésangeai du Canada	Perisoreus canadensis	Passeriformes	Corvidae	Perisoreus	Perisoreus canadensis
982	04830	Green Jay	Geai vert	Cyanocorax yncas	Passeriformes	Corvidae	Cyanocorax	Cyanocorax yncas
986	04920	Pinyon Jay	Geai des pinèdes	Gymnorhinus cyanocephalus	Passeriformes	Corvidae	Gymnorhinus	Gymnorhinus cyanocephalus
987	04780	Steller's Jay	Geai de Steller	Cyanocitta stelleri	Passeriformes	Corvidae	Cyanocitta	Cyanocitta stelleri
988	04770	Blue Jay	Geai bleu	Cyanocitta cristata	Passeriformes	Corvidae	Cyanocitta	Cyanocitta cristata
989	04790	Florida Scrub-Jay	Geai à gorge blanche	Aphelocoma coerulescens	Passeriformes	Corvidae	Aphelocoma	Aphelocoma coerulescens
990	04811	Island Scrub-Jay	Geai de Santa Cruz	Aphelocoma insularis	Passeriformes	Corvidae	Aphelocoma	Aphelocoma insularis
991	04812	California Scrub-Jay	Geai buissonnier	Aphelocoma californica	Passeriformes	Corvidae	Aphelocoma	Aphelocoma californica
992	04813	Woodhouse's Scrub-Jay	Geai de Woodhouse	Aphelocoma woodhouseii	Passeriformes	Corvidae	Aphelocoma	Aphelocoma woodhouseii
993	04810	unid. California Scrub-Jay / Woodhouse's Scrub-Jay	unid Geai buissonnier / Geai de Woodhouse	Aphelocoma californica / woodhouseii	Passeriformes	Corvidae	Aphelocoma	Aphelocoma californica / woodhouseii
995	04820	Mexican Jay	Geai du Mexique	Aphelocoma wollweberi	Passeriformes	Corvidae	Aphelocoma	Aphelocoma wollweberi
997	04910	Clark's Nutcracker	Cassenoix d'Amérique	Nucifraga columbiana	Passeriformes	Corvidae	Nucifraga	Nucifraga columbiana
998	04750	Black-billed Magpie	Pie d'Amérique	Pica hudsonia	Passeriformes	Corvidae	Pica	Pica hudsonia
999	04760	Yellow-billed Magpie	Pie à bec jaune	Pica nuttalli	Passeriformes	Corvidae	Pica	Pica nuttalli
1001	04880	American Crow	Corneille d'Amérique	Corvus brachyrhynchos	Passeriformes	Corvidae	Corvus	Corvus brachyrhynchos
1002	04890	Northwestern Crow	Corneille d'Alaska	Corvus caurinus	Passeriformes	Corvidae	Corvus	Corvus caurinus
1005	04900	Fish Crow	Corneille de rivage	Corvus ossifragus	Passeriformes	Corvidae	Corvus	Corvus ossifragus
1006	04881	unid. American Crow / Fish Crow	unid Corneille d'Amérique / Corneille de rivage	Corvus brachyrhynchos / ossifragus	Passeriformes	Corvidae	Corvus	Corvus brachyrhynchos / ossifragus
1007	04882	unid. American Crow / Northwestern Crow	unid Corneille d'Amérique / Corneille d'Alaska	Corvus brachyrhynchos / caurinus	Passeriformes	Corvidae	Corvus	Corvus brachyrhynchos / caurinus
1008	04870	Chihuahuan Raven	Corbeau à cou blanc	Corvus cryptoleucus	Passeriformes	Corvidae	Corvus	Corvus cryptoleucus
1009	04860	Common Raven	Grand Corbeau	Corvus corax	Passeriformes	Corvidae	Corvus	Corvus corax
1010	04865	unid. Chihuahuan Raven / Common Raven	unid Grand Corbeau / Corbeau à cou blanc	Corvus cryptoleucus / corax	Passeriformes	Corvidae	Corvus	Corvus cryptoleucus / corax
1011	04730	Eurasian Skylark	Alouette des champs	Alauda arvensis	Passeriformes	Alaudidae	Alauda	Alauda arvensis
1012	04740	Horned Lark	Alouette hausse-col	Eremophila alpestris	Passeriformes	Alaudidae	Eremophila	Eremophila alpestris
1013	06110	Purple Martin	Hirondelle noire	Progne subis	Passeriformes	Hirundinidae	Progne	Progne subis
1019	06140	Tree Swallow	Hirondelle bicolore	Tachycineta bicolor	Passeriformes	Hirundinidae	Tachycineta	Tachycineta bicolor
1021	06150	Violet-green Swallow	Hirondelle à face blanche	Tachycineta thalassina	Passeriformes	Hirundinidae	Tachycineta	Tachycineta thalassina
1025	06170	Northern Rough-winged Swallow	Hirondelle à ailes hérissées	Stelgidopteryx serripennis	Passeriformes	Hirundinidae	Stelgidopteryx	Stelgidopteryx serripennis
1027	06160	Bank Swallow	Hirondelle de rivage	Riparia riparia	Passeriformes	Hirundinidae	Riparia	Riparia riparia
1028	06120	Cliff Swallow	Hirondelle à front blanc	Petrochelidon pyrrhonota	Passeriformes	Hirundinidae	Petrochelidon	Petrochelidon pyrrhonota
1029	06121	Cave Swallow	Hirondelle à front brun	Petrochelidon fulva	Passeriformes	Hirundinidae	Petrochelidon	Petrochelidon fulva
1030	06122	unid. Cave Swallow / Cliff Swallow	unid Hirondelle à front blanc / à front brun	Petrochelidon pyrrhonota / fulva	Passeriformes	Hirundinidae	Petrochelidon	Petrochelidon pyrrhonota / fulva
1031	06130	Barn Swallow	Hirondelle rustique	Hirundo rustica	Passeriformes	Hirundinidae	Hirundo	Hirundo rustica
1033	07360	Carolina Chickadee	Mésange de Caroline	Poecile carolinensis	Passeriformes	Paridae	Poecile	Poecile carolinensis
1034	07350	Black-capped Chickadee	Mésange à tête noire	Poecile atricapillus	Passeriformes	Paridae	Poecile	Poecile atricapillus
1035	07380	Mountain Chickadee	Mésange de Gambel	Poecile gambeli	Passeriformes	Paridae	Poecile	Poecile gambeli
1036	07370	Mexican Chickadee	Mésange grise	Poecile sclateri	Passeriformes	Paridae	Poecile	Poecile sclateri
1037	07410	Chestnut-backed Chickadee	Mésange à dos marron	Poecile rufescens	Passeriformes	Paridae	Poecile	Poecile rufescens
1038	07400	Boreal Chickadee	Mésange à tête brune	Poecile hudsonicus	Passeriformes	Paridae	Poecile	Poecile hudsonicus
1040	07352	unid. Carolina Chickadee / Black-capped Chickadee	unid Mésange de Caroline / Mésange à tête noire	Poecile carolinensis / atricapillus	Passeriformes	Paridae	Poecile	Poecile carolinensis / atricapillus
1041	07353	unid. Black-capped Chickadee / Mountain Chickadee	unid Mésange à tête noire / Mésange de Gambel	Poecile atricapillus / gambeli	Passeriformes	Paridae	Poecile	Poecile atricapillus / gambeli
1042	07354	unid. Black-capped Chickadee / Boreal Chickadee	unid Mésange à tête noire / Mésange à tête brune	Poecile atricapillus / hudsonicus	Passeriformes	Paridae	Poecile	Poecile atricapillus / hudsonicus
1043	07351	unid. western chickadee species	unid Mésange sp. de l'Ouest	Poecile sp.	Passeriformes	Paridae	Poecile	Poecile sp.
1044	07340	Bridled Titmouse	Mésange arlequin	Baeolophus wollweberi	Passeriformes	Paridae	Baeolophus	Baeolophus wollweberi
1045	07330	Oak Titmouse	Mésange unicolore	Baeolophus inornatus	Passeriformes	Paridae	Baeolophus	Baeolophus inornatus
1046	07331	Juniper Titmouse	Mésange des genévriers	Baeolophus ridgwayi	Passeriformes	Paridae	Baeolophus	Baeolophus ridgwayi
1047	07332	unid. Oak Titmouse / Juniper Titmouse	unid unid Mésange unicolore / Mésange des genévrie	Baeolophus inornatus / ridgwayi	Passeriformes	Paridae	Baeolophus	Baeolophus inornatus / ridgwayi
1048	07310	Tufted Titmouse	Mésange bicolore	Baeolophus bicolor	Passeriformes	Paridae	Baeolophus	Baeolophus bicolor
1049	07320	Black-crested Titmouse	Mésange à plumet noir	Baeolophus atricristatus	Passeriformes	Paridae	Baeolophus	Baeolophus atricristatus
1050	07315	unid. Tufted Titmouse / Black-crested Titmouse	unid Mésange bicolore / Mésange à plumet noir	Baeolophus bicolor / atricristatus	Passeriformes	Paridae	Baeolophus	Baeolophus bicolor / atricristatus
1051	07460	Verdin	Auripare verdin	Auriparus flaviceps	Passeriformes	Remizidae	Auriparus	Auriparus flaviceps
1052	07430	Bushtit	Mésange buissonnière	Psaltriparus minimus	Passeriformes	Aegithalidae	Psaltriparus	Psaltriparus minimus
1053	07280	Red-breasted Nuthatch	Sittelle à poitrine rousse	Sitta canadensis	Passeriformes	Sittidae	Sitta	Sitta canadensis
1054	07270	White-breasted Nuthatch	Sittelle à poitrine blanche	Sitta carolinensis	Passeriformes	Sittidae	Sitta	Sitta carolinensis
1055	07300	Pygmy Nuthatch	Sittelle pygmée	Sitta pygmaea	Passeriformes	Sittidae	Sitta	Sitta pygmaea
1056	07290	Brown-headed Nuthatch	Sittelle à tête brune	Sitta pusilla	Passeriformes	Sittidae	Sitta	Sitta pusilla
1057	07260	Brown Creeper	Grimpereau brun	Certhia americana	Passeriformes	Certhiidae	Certhia	Certhia americana
1058	07150	Rock Wren	Troglodyte des rochers	Salpinctes obsoletus	Passeriformes	Troglodytidae	Salpinctes	Salpinctes obsoletus
1060	07170	Canyon Wren	Troglodyte des canyons	Catherpes mexicanus	Passeriformes	Troglodytidae	Catherpes	Catherpes mexicanus
1063	07210	House Wren	Troglodyte familier	Troglodytes aedon	Passeriformes	Troglodytidae	Troglodytes	Troglodytes aedon
1067	07221	Pacific Wren	Troglodyte de Baird	Troglodytes pacificus	Passeriformes	Troglodytidae	Troglodytes	Troglodytes pacificus
1068	07222	Winter Wren	Troglodyte des forêts	Troglodytes hiemalis	Passeriformes	Troglodytidae	Troglodytes	Troglodytes hiemalis
1069	07220	unid. Pacific Wren / Winter Wren	unid Troglodyte des forêts / Troglodyte de Baird	Troglodytes pacificus / hiemalis	Passeriformes	Troglodytidae	Troglodytes	Troglodytes pacificus / hiemalis
1070	07240	Sedge Wren	Troglodyte à bec court	Cistothorus platensis	Passeriformes	Troglodytidae	Cistothorus	Cistothorus platensis
1071	07250	Marsh Wren	Troglodyte des marais	Cistothorus palustris	Passeriformes	Troglodytidae	Cistothorus	Cistothorus palustris
1072	07180	Carolina Wren	Troglodyte de Caroline	Thryothorus ludovicianus	Passeriformes	Troglodytidae	Thryothorus	Thryothorus ludovicianus
1073	07190	Bewick's Wren	Troglodyte de Bewick	Thryomanes bewickii	Passeriformes	Troglodytidae	Thryomanes	Thryomanes bewickii
1081	07130	Cactus Wren	Troglodyte des cactus	Campylorhynchus brunneicapillus	Passeriformes	Troglodytidae	Campylorhynchus	Campylorhynchus brunneicapillus
1085	16600	Sinaloa Wren	Troglodyte du Sinaloa	Thryophilus sinaloa	Passeriformes	Troglodytidae	Thryophilus	Thryophilus sinaloa
1092	07510	Blue-gray Gnatcatcher	Gobemoucheron gris-bleu	Polioptila caerulea	Passeriformes	Polioptilidae	Polioptila	Polioptila caerulea
1093	07530	California Gnatcatcher	Gobemoucheron de Californie	Polioptila californica	Passeriformes	Polioptilidae	Polioptila	Polioptila californica
1094	07520	Black-tailed Gnatcatcher	Gobemoucheron à queue noire	Polioptila melanura	Passeriformes	Polioptilidae	Polioptila	Polioptila melanura
1095	07539	unid. Blue-gray / Black-tailed Gnatcatcher	unid Gobemoucheron gris-bleu / à queue noire	Polioptila caerulea / melanura	Passeriformes	Polioptilidae	Polioptila	Polioptila caerulea / melanura
1099	07010	American Dipper	Cincle d'Amérique	Cinclus mexicanus	Passeriformes	Cinclidae	Cinclus	Cinclus mexicanus
1102	07480	Golden-crowned Kinglet	Roitelet à couronne dorée	Regulus satrapa	Passeriformes	Regulidae	Regulus	Regulus satrapa
1103	07490	Ruby-crowned Kinglet	Roitelet à couronne rubis	Regulus calendula	Passeriformes	Regulidae	Regulus	Regulus calendula
1110	07470	Arctic Warbler	Pouillot boréal	Phylloscopus borealis	Passeriformes	Phylloscopidae	Phylloscopus	Phylloscopus borealis
1113	07420	Wrentit	Cama brune	Chamaea fasciata	Passeriformes	Sylviidae	Chamaea	Chamaea fasciata
1124	07640	Bluethroat	Gorgebleue à miroir	Luscinia svecica	Passeriformes	Muscicapidae	Luscinia	Luscinia svecica
1132	07650	Northern Wheatear	Traquet motteux	Oenanthe oenanthe	Passeriformes	Muscicapidae	Oenanthe	Oenanthe oenanthe
1133	07660	Eastern Bluebird	Merlebleu de l'Est	Sialia sialis	Passeriformes	Turdidae	Sialia	Sialia sialis
1134	07670	Western Bluebird	Merlebleu de l'Ouest	Sialia mexicana	Passeriformes	Turdidae	Sialia	Sialia mexicana
1135	07680	Mountain Bluebird	Merlebleu azuré	Sialia currucoides	Passeriformes	Turdidae	Sialia	Sialia currucoides
1136	07540	Townsend's Solitaire	Solitaire de Townsend	Myadestes townsendi	Passeriformes	Turdidae	Myadestes	Myadestes townsendi
1144	07560	Veery	Grive fauve	Catharus fuscescens	Passeriformes	Turdidae	Catharus	Catharus fuscescens
1145	07570	Gray-cheeked Thrush	Grive à joues grises	Catharus minimus	Passeriformes	Turdidae	Catharus	Catharus minimus
1146	07571	Bicknell's Thrush	Grive de Bicknell	Catharus bicknelli	Passeriformes	Turdidae	Catharus	Catharus bicknelli
1147	07580	Swainson's Thrush	Grive à dos olive	Catharus ustulatus	Passeriformes	Turdidae	Catharus	Catharus ustulatus
1148	07590	Hermit Thrush	Grive solitaire	Catharus guttatus	Passeriformes	Turdidae	Catharus	Catharus guttatus
1149	07550	Wood Thrush	Grive des bois	Hylocichla mustelina	Passeriformes	Turdidae	Hylocichla	Hylocichla mustelina
1162	07610	American Robin	Merle d'Amérique	Turdus migratorius	Passeriformes	Turdidae	Turdus	Turdus migratorius
1164	07630	Varied Thrush	Grive à collier	Ixoreus naevius	Passeriformes	Turdidae	Ixoreus	Ixoreus naevius
1169	07040	Gray Catbird	Moqueur chat	Dumetella carolinensis	Passeriformes	Mimidae	Dumetella	Dumetella carolinensis
1170	07070	Curve-billed Thrasher	Moqueur à bec courbe	Toxostoma curvirostre	Passeriformes	Mimidae	Toxostoma	Toxostoma curvirostre
1172	07050	Brown Thrasher	Moqueur roux	Toxostoma rufum	Passeriformes	Mimidae	Toxostoma	Toxostoma rufum
1173	07060	Long-billed Thrasher	Moqueur à long bec	Toxostoma longirostre	Passeriformes	Mimidae	Toxostoma	Toxostoma longirostre
1175	07080	Bendire's Thrasher	Moqueur de Bendire	Toxostoma bendirei	Passeriformes	Mimidae	Toxostoma	Toxostoma bendirei
1177	07100	California Thrasher	Moqueur de Californie	Toxostoma redivivum	Passeriformes	Mimidae	Toxostoma	Toxostoma redivivum
1178	07110	LeConte's Thrasher	Moqueur de LeConte	Toxostoma lecontei	Passeriformes	Mimidae	Toxostoma	Toxostoma lecontei
1179	07120	Crissal Thrasher	Moqueur cul-roux	Toxostoma crissale	Passeriformes	Mimidae	Toxostoma	Toxostoma crissale
1180	07020	Sage Thrasher	Moqueur des armoises	Oreoscoptes montanus	Passeriformes	Mimidae	Oreoscoptes	Oreoscoptes montanus
1181	07031	Bahama Mockingbird	Moqueur des Bahamas	Mimus gundlachii	Passeriformes	Mimidae	Mimus	Mimus gundlachii
1184	07030	Northern Mockingbird	Moqueur polyglotte	Mimus polyglottos	Passeriformes	Mimidae	Mimus	Mimus polyglottos
1185	04930	European Starling	Étourneau sansonnet	Sturnus vulgaris	Passeriformes	Sturnidae	Sturnus	Sturnus vulgaris
1186	04932	Common Myna	Martin triste	Acridotheres tristis	Passeriformes	Sturnidae	Acridotheres	Acridotheres tristis
1188	06180	Bohemian Waxwing	Jaseur boréal	Bombycilla garrulus	Passeriformes	Bombycillidae	Bombycilla	Bombycilla garrulus
1189	06190	Cedar Waxwing	Jaseur d'Amérique	Bombycilla cedrorum	Passeriformes	Bombycillidae	Bombycilla	Bombycilla cedrorum
1190	06185	unid. Cedar Waxwing / Bohemian Waxwing	unid Jaseur sp.	Bombycilla garrulus / cedrorum	Passeriformes	Bombycillidae	Bombycilla	Bombycilla garrulus / cedrorum
1192	06200	Phainopepla	Phénopèple luisant	Phainopepla nitens	Passeriformes	Ptiliogonatidae	Phainopepla	Phainopepla nitens
1193	06510	Olive Warbler	Fauvine des pins	Peucedramus taeniatus	Passeriformes	Peucedramidae	Peucedramus	Peucedramus taeniatus
1195	19500	Northern Red Bishop	Euplecte franciscain	Euplectes franciscanus	Passeriformes	Ploceidae	Euplectes	Euplectes franciscanus
