Seq	AOU	English_Common_Name	French_Common_Name	Spanish_Common_Name	order	family	genus	species
1199	06882	House Sparrow	Moineau domestique	Passer domesticus	Passeriformes	Passeridae	Passer	Passer domesticus
1200	06883	Eurasian Tree Sparrow	Moineau friquet	Passer montanus	Passeriformes	Passeridae	Passer	Passer montanus
1201	06960	Eastern Yellow Wagtail	Bergeronnette de Béringie	Motacilla tschutschensis	Passeriformes	Motacillidae	Motacilla	Motacilla tschutschensis
1204	06940	White Wagtail	Bergeronnette grise	Motacilla alba	Passeriformes	Motacillidae	Motacilla	Motacilla alba
1208	06990	Red-throated Pipit	Pipit à gorge rousse	Anthus cervinus	Passeriformes	Motacillidae	Anthus	Anthus cervinus
1209	06970	American Pipit	Pipit d'Amérique	Anthus rubescens	Passeriformes	Motacillidae	Anthus	Anthus rubescens
1210	07000	Sprague's Pipit	Pipit de Sprague	Anthus spragueii	Passeriformes	Motacillidae	Anthus	Anthus spragueii
1220	05140	Evening Grosbeak	Gros-bec errant	Coccothraustes vespertinus	Passeriformes	Fringillidae	Coccothraustes	Coccothraustes vespertinus
1223	05150	Pine Grosbeak	Durbec des sapins	Pinicola enucleator	Passeriformes	Fringillidae	Pinicola	Pinicola enucleator
1226	05240	Gray-crowned Rosy-Finch	Roselin à tête grise	Leucosticte tephrocotis	Passeriformes	Fringillidae	Leucosticte	Leucosticte tephrocotis
1227	05250	Black Rosy-Finch	Roselin noir	Leucosticte atrata	Passeriformes	Fringillidae	Leucosticte	Leucosticte atrata
1228	05260	Brown-capped Rosy-Finch	Roselin à tête brune	Leucosticte australis	Passeriformes	Fringillidae	Leucosticte	Leucosticte australis
1229	05190	House Finch	Roselin familier	Haemorhous mexicanus	Passeriformes	Fringillidae	Haemorhous	Haemorhous mexicanus
1230	05170	Purple Finch	Roselin pourpré	Haemorhous purpureus	Passeriformes	Fringillidae	Haemorhous	Haemorhous purpureus
1231	05180	Cassin's Finch	Roselin de Cassin	Haemorhous cassinii	Passeriformes	Fringillidae	Haemorhous	Haemorhous cassinii
1232	05195	unid. Purple Finch / Cassin's Finch / House Finch	unid Roselin pourpré / de Cassin / familier	Carpodacus purpureus / cassinii / mexicanus	Passeriformes	Fringillidae	Carpodacus	Carpodacus purpureus / cassinii / mexicanus
1235	05280	Common Redpoll	Sizerin flammé	Acanthis flammea	Passeriformes	Fringillidae	Acanthis	Acanthis flammea
1236	05270	Hoary Redpoll	Sizerin blanchâtre	Acanthis hornemanni	Passeriformes	Fringillidae	Acanthis	Acanthis hornemanni
1237	05275	unid. Common Redpoll / Hoary Redpoll	unid Sizerin flame / Sizerin blanchâtre	Carduelis flammea / hornemanni	Passeriformes	Fringillidae	Carduelis	Carduelis flammea / hornemanni
1238	05210	Red Crossbill	Bec-croisé des sapins	Loxia curvirostra	Passeriformes	Fringillidae	Loxia	Loxia curvirostra
1240	05212	Unid. Red Crossbill / Cassia Crossbill	Unid Bec-croisé des sapins / de l'Idaho	Loxia curvirostra / sinesciuris	Passeriformes	Fringillidae	Loxia	Loxia curvirostra / sinesciuris
1241	05220	White-winged Crossbill	Bec-croisé bifascié	Loxia leucoptera	Passeriformes	Fringillidae	Loxia	Loxia leucoptera
1242	05225	unid. Red Crossbill / White-winged Crossbill	unid Bec-croisé des sapins / Bec-croisé bifascié	Loxia curvirostra / leucoptera	Passeriformes	Fringillidae	Loxia	Loxia curvirostra / leucoptera
1245	05330	Pine Siskin	Tarin des pins	Spinus pinus	Passeriformes	Fringillidae	Spinus	Spinus pinus
1248	05300	Lesser Goldfinch	Chardonneret mineur	Spinus psaltria	Passeriformes	Fringillidae	Spinus	Spinus psaltria
1249	05310	Lawrence's Goldfinch	Chardonneret gris	Spinus lawrencei	Passeriformes	Fringillidae	Spinus	Spinus lawrencei
1250	05290	American Goldfinch	Chardonneret jaune	Spinus tristis	Passeriformes	Fringillidae	Spinus	Spinus tristis
1251	05360	Lapland Longspur	Plectrophane lapon	Calcarius lapponicus	Passeriformes	Calcariidae	Calcarius	Calcarius lapponicus
1252	05380	Chestnut-collared Longspur	Plectrophane à ventre noir	Calcarius ornatus	Passeriformes	Calcariidae	Calcarius	Calcarius ornatus
1253	05370	Smith's Longspur	Plectrophane de Smith	Calcarius pictus	Passeriformes	Calcariidae	Calcarius	Calcarius pictus
1254	05390	McCown's Longspur	Plectrophane de McCown	Rhynchophanes mccownii	Passeriformes	Calcariidae	Rhynchophanes	Rhynchophanes mccownii
1255	05340	Snow Bunting	Plectrophane des neiges	Plectrophenax nivalis	Passeriformes	Calcariidae	Plectrophenax	Plectrophenax nivalis
1270	05860	Olive Sparrow	Tohi olive	Arremonops rufivirgatus	Passeriformes	Passerellidae	Arremonops	Arremonops rufivirgatus
1275	05900	Green-tailed Towhee	Tohi à queue verte	Pipilo chlorurus	Passeriformes	Passerellidae	Pipilo	Pipilo chlorurus
1276	05880	Spotted Towhee	Tohi tacheté	Pipilo maculatus	Passeriformes	Passerellidae	Pipilo	Pipilo maculatus
1277	05870	Eastern Towhee	Tohi à flancs roux	Pipilo erythrophthalmus	Passeriformes	Passerellidae	Pipilo	Pipilo erythrophthalmus
1278	05871	unid. Spotted Towhee / Eastern Towhee	unid Tohi tacheté / Tohi à flancs roux	Pipilo maculatus / erythrophthalmus	Passeriformes	Emberizidae	Pipilo	Pipilo maculatus / erythrophthalmus
1280	05800	Rufous-crowned Sparrow	Tohi à calotte fauve	Aimophila ruficeps	Passeriformes	Passerellidae	Aimophila	Aimophila ruficeps
1285	05910	Canyon Towhee	Tohi des canyons	Melozone fusca	Passeriformes	Passerellidae	Melozone	Melozone fusca
1287	05911	California Towhee	Tohi de Californie	Melozone crissalis	Passeriformes	Passerellidae	Melozone	Melozone crissalis
1288	05920	Abert's Towhee	Tohi d'Abert	Melozone aberti	Passeriformes	Passerellidae	Melozone	Melozone aberti
1290	05790	Rufous-winged Sparrow	Bruant à épaulettes	Peucaea carpalis	Passeriformes	Passerellidae	Peucaea	Peucaea carpalis
1294	05760	Botteri's Sparrow	Bruant de Botteri	Peucaea botterii	Passeriformes	Passerellidae	Peucaea	Peucaea botterii
1295	05780	Cassin's Sparrow	Bruant de Cassin	Peucaea cassinii	Passeriformes	Passerellidae	Peucaea	Peucaea cassinii
1296	05750	Bachman's Sparrow	Bruant des pinèdes	Peucaea aestivalis	Passeriformes	Passerellidae	Peucaea	Peucaea aestivalis
1298	05590	American Tree Sparrow	Bruant hudsonien	Spizelloides arborea	Passeriformes	Passerellidae	Spizelloides	Spizelloides arborea
1299	05600	Chipping Sparrow	Bruant familier	Spizella passerina	Passeriformes	Passerellidae	Spizella	Spizella passerina
1300	05610	Clay-colored Sparrow	Bruant des plaines	Spizella pallida	Passeriformes	Passerellidae	Spizella	Spizella pallida
1301	05620	Brewer's Sparrow	Bruant de Brewer	Spizella breweri	Passeriformes	Passerellidae	Spizella	Spizella breweri
1302	05630	Field Sparrow	Bruant des champs	Spizella pusilla	Passeriformes	Passerellidae	Spizella	Spizella pusilla
1304	05650	Black-chinned Sparrow	Bruant à menton noir	Spizella atrogularis	Passeriformes	Passerellidae	Spizella	Spizella atrogularis
1305	05400	Vesper Sparrow	Bruant vespéral	Pooecetes gramineus	Passeriformes	Passerellidae	Pooecetes	Pooecetes gramineus
1306	05520	Lark Sparrow	Bruant à joues marron	Chondestes grammacus	Passeriformes	Passerellidae	Chondestes	Chondestes grammacus
1308	05730	Black-throated Sparrow	Bruant à gorge noire	Amphispiza bilineata	Passeriformes	Passerellidae	Amphispiza	Amphispiza bilineata
1309	05738	Sagebrush Sparrow	Bruant des armoises	Artemisiospiza nevadensis	Passeriformes	Passerellidae	Artemisiospiza	Artemisiospiza nevadensis
1310	05739	Bell's Sparrow	Bruant de Bell	Artemisiospiza belli	Passeriformes	Passerellidae	Artemisiospiza	Artemisiospiza belli
1311	05740	unid. Sagebrush Sparrow / Bell's Sparrow	unid Bruant des armoises / Burant de Bell	Artemisiospiza nevadensis / belli	Passeriformes	Emberizidae	Artemisiospiza	Artemisiospiza nevadensis / belli
1312	06050	Lark Bunting	Bruant noir et blanc	Calamospiza melanocorys	Passeriformes	Passerellidae	Calamospiza	Calamospiza melanocorys
1313	05420	Savannah Sparrow	Bruant des prés	Passerculus sandwichensis	Passeriformes	Passerellidae	Passerculus	Passerculus sandwichensis
1314	05460	Grasshopper Sparrow	Bruant sauterelle	Ammodramus savannarum	Passeriformes	Passerellidae	Ammodramus	Ammodramus savannarum
1315	05450	Baird's Sparrow	Bruant de Baird	Ammodramus bairdii	Passeriformes	Passerellidae	Ammodramus	Ammodramus bairdii
1316	05470	Henslow's Sparrow	Bruant de Henslow	Ammodramus henslowii	Passeriformes	Passerellidae	Ammodramus	Ammodramus henslowii
1317	05480	LeConte's Sparrow	Bruant de LeConte	Ammodramus leconteii	Passeriformes	Passerellidae	Ammodramus	Ammodramus leconteii
1318	05491	Nelson's Sparrow	Bruant de Nelson	Ammodramus nelsoni	Passeriformes	Passerellidae	Ammodramus	Ammodramus nelsoni
1319	05490	Saltmarsh Sparrow	Bruant à queue aiguë	Ammodramus caudacutus	Passeriformes	Passerellidae	Ammodramus	Ammodramus caudacutus
1320	05500	Seaside Sparrow	Bruant maritime	Ammodramus maritimus	Passeriformes	Passerellidae	Ammodramus	Ammodramus maritimus
1322	05850	Fox Sparrow	Bruant fauve	Passerella iliaca	Passeriformes	Passerellidae	Passerella	Passerella iliaca
1323	05810	Song Sparrow	Bruant chanteur	Melospiza melodia	Passeriformes	Passerellidae	Melospiza	Melospiza melodia
1324	05830	Lincoln's Sparrow	Bruant de Lincoln	Melospiza lincolnii	Passeriformes	Passerellidae	Melospiza	Melospiza lincolnii
1325	05840	Swamp Sparrow	Bruant des marais	Melospiza georgiana	Passeriformes	Passerellidae	Melospiza	Melospiza georgiana
1327	05580	White-throated Sparrow	Bruant à gorge blanche	Zonotrichia albicollis	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia albicollis
1328	05530	Harris's Sparrow	Bruant à face noire	Zonotrichia querula	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia querula
1329	05540	White-crowned Sparrow	Bruant à couronne blanche	Zonotrichia leucophrys	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia leucophrys
1330	05570	Golden-crowned Sparrow	Bruant à couronne dorée	Zonotrichia atricapilla	Passeriformes	Passerellidae	Zonotrichia	Zonotrichia atricapilla
1331	05670	(Slate-colored Junco) Dark-eyed Junco	Junco ardoisé (groupe hyemalis)	Junco hyemalis hyemalis	Passeriformes	Emberizidae	Junco	Junco hyemalis hyemalis
1332	05671	(Oregon Junco) Dark-eyed Junco	Junco ardoisé (groupe oreganus)	Junco hyemalis oreganus	Passeriformes	Emberizidae	Junco	Junco hyemalis oreganus
1333	05680	(Pink-sided Junco) Dark-eyed Junco	Junco ardoisé (groupe mearnsi)	Junco hyemalis mearnsi	Passeriformes	Emberizidae	Junco	Junco hyemalis mearnsi
1334	05660	(White-winged Junco) Dark-eyed Junco	Junco ardoisé (à ailes blanches)	Junco hyemalis aikeni	Passeriformes	Emberizidae	Junco	Junco hyemalis aikeni
1335	05690	(Gray-headed Junco) Dark-eyed Junco	Junco ardoisé (à tête grise)	Junco hyemalis caniceps	Passeriformes	Emberizidae	Junco	Junco hyemalis caniceps
1336	05677	(unid. race) Dark-eyed Junco	Junco ardoisé (groupe non identifié)	Junco hyemalis	Passeriformes	Passerellidae	Junco	Junco hyemalis
1338	05700	Yellow-eyed Junco	Junco aux yeux jaunes	Junco phaeonotus	Passeriformes	Passerellidae	Junco	Junco phaeonotus
1342	06830	Yellow-breasted Chat	Ictérie polyglotte	Icteria virens	Passeriformes	Icteriidae	Icteria	Icteria virens
1343	04970	Yellow-headed Blackbird	Carouge à tête jaune	Xanthocephalus xanthocephalus	Passeriformes	Icteridae	Xanthocephalus	Xanthocephalus xanthocephalus
1344	04940	Bobolink	Goglu des prés	Dolichonyx oryzivorus	Passeriformes	Icteridae	Dolichonyx	Dolichonyx oryzivorus
1345	05010	Eastern Meadowlark	Sturnelle des prés	Sturnella magna	Passeriformes	Icteridae	Sturnella	Sturnella magna
1346	05011	Western Meadowlark	Sturnelle de l'Ouest	Sturnella neglecta	Passeriformes	Icteridae	Sturnella	Sturnella neglecta
1347	05012	unid. Eastern Meadowlark / Western Meadowlark	unid Sturnelle des prés / Sturnelle de l'Ouest	Sturnella magna / neglecta	Passeriformes	Icteridae	Sturnella	Sturnella magna / neglecta
1355	05060	Orchard Oriole	Oriole des vergers	Icterus spurius	Passeriformes	Icteridae	Icterus	Icterus spurius
1356	05050	Hooded Oriole	Oriole masqué	Icterus cucullatus	Passeriformes	Icteridae	Icterus	Icterus cucullatus
1360	05080	Bullock's Oriole	Oriole de Bullock	Icterus bullockii	Passeriformes	Icteridae	Icterus	Icterus bullockii
1362	05032	Spot-breasted Oriole	Oriole maculé	Icterus pectoralis	Passeriformes	Icteridae	Icterus	Icterus pectoralis
1363	05031	Altamira Oriole	Oriole à gros bec	Icterus gularis	Passeriformes	Icteridae	Icterus	Icterus gularis
1364	05030	Audubon's Oriole	Oriole d'Audubon	Icterus graduacauda	Passeriformes	Icteridae	Icterus	Icterus graduacauda
1365	05070	Baltimore Oriole	Oriole de Baltimore	Icterus galbula	Passeriformes	Icteridae	Icterus	Icterus galbula
1366	05078	hybrid Bullock's Oriole x Baltimore Oriole	hybride Oriole de Baltimore x Oriole de Bullock's	Icterus bullockii x galbula	Passeriformes	Icteridae	Icterus	Icterus bullockii x galbula
1367	05077	unid. Bullock's Oriole / Baltimore Oriole	unid Oriole de Baltimore / Oriole de Bullock's	Icterus bullockii / galbula	Passeriformes	Icteridae	Icterus	Icterus bullockii / galbula
1369	05040	Scott's Oriole	Oriole jaune-verdâtre	Icterus parisorum	Passeriformes	Icteridae	Icterus	Icterus parisorum
1370	04980	Red-winged Blackbird	Carouge à épaulettes	Agelaius phoeniceus	Passeriformes	Icteridae	Agelaius	Agelaius phoeniceus
1371	05000	Tricolored Blackbird	Carouge de Californie	Agelaius tricolor	Passeriformes	Icteridae	Agelaius	Agelaius tricolor
1373	04961	Shiny Cowbird	Vacher luisant	Molothrus bonariensis	Passeriformes	Icteridae	Molothrus	Molothrus bonariensis
1374	04960	Bronzed Cowbird	Vacher bronzé	Molothrus aeneus	Passeriformes	Icteridae	Molothrus	Molothrus aeneus
1375	04950	Brown-headed Cowbird	Vacher à tête brune	Molothrus ater	Passeriformes	Icteridae	Molothrus	Molothrus ater
1377	04955	unid. Bronzed Cowbird / Brown-headed Cowbird	unid Vacher bronzé / à tête brune	Molothrus aeneus / ater	Passeriformes	Icteridae	Molothrus	Molothrus aeneus / ater
1379	05090	Rusty Blackbird	Quiscale rouilleux	Euphagus carolinus	Passeriformes	Icteridae	Euphagus	Euphagus carolinus
1380	05100	Brewer's Blackbird	Quiscale de Brewer	Euphagus cyanocephalus	Passeriformes	Icteridae	Euphagus	Euphagus cyanocephalus
1381	05110	Common Grackle	Quiscale bronzé	Quiscalus quiscula	Passeriformes	Icteridae	Quiscalus	Quiscalus quiscula
1382	05130	Boat-tailed Grackle	Quiscale des marais	Quiscalus major	Passeriformes	Icteridae	Quiscalus	Quiscalus major
1383	05120	Great-tailed Grackle	Quiscale à longue queue	Quiscalus mexicanus	Passeriformes	Icteridae	Quiscalus	Quiscalus mexicanus
1384	05135	unid. Boat-tailed Grackle / Great-tailed Grackle	unid Quiscale des marais / Quiscale à longue queue	Quiscalus major / mexicanus	Passeriformes	Icteridae	Quiscalus	Quiscalus major / mexicanus
1385	06740	Ovenbird	Paruline couronnée	Seiurus aurocapilla	Passeriformes	Parulidae	Seiurus	Seiurus aurocapilla
1386	06390	Worm-eating Warbler	Paruline vermivore	Helmitheros vermivorum	Passeriformes	Parulidae	Helmitheros	Helmitheros vermivorum
1387	06760	Louisiana Waterthrush	Paruline hochequeue	Parkesia motacilla	Passeriformes	Parulidae	Parkesia	Parkesia motacilla
1388	06750	Northern Waterthrush	Paruline des ruisseaux	Parkesia noveboracensis	Passeriformes	Parulidae	Parkesia	Parkesia noveboracensis
1389	06420	Golden-winged Warbler	Paruline à ailes dorées	Vermivora chrysoptera	Passeriformes	Parulidae	Vermivora	Vermivora chrysoptera
1390	06410	Blue-winged Warbler	Paruline à ailes bleues	Vermivora cyanoptera	Passeriformes	Parulidae	Vermivora	Vermivora cyanoptera
1391	06412	Brewster's Warbler (Golden-winged x Blue-winged)	Paruline de Brewster	Vermivora cyanoptera x chrysoptera	Passeriformes	Parulidae	Vermivora	Vermivora cyanoptera x chrysoptera
1392	06413	Lawrence's Warbler (Golden-winged x Blue-winged)	Paruline de Lawrence	Vermivora chrysoptera x cyanoptera	Passeriformes	Parulidae	Vermivora	Vermivora chrysoptera x cyanoptera
1393	06360	Black-and-white Warbler	Paruline noir et blanc	Mniotilta varia	Passeriformes	Parulidae	Mniotilta	Mniotilta varia
1394	06370	Prothonotary Warbler	Paruline orangée	Protonotaria citrea	Passeriformes	Parulidae	Protonotaria	Protonotaria citrea
1395	06380	Swainson's Warbler	Paruline de Swainson	Limnothlypis swainsonii	Passeriformes	Parulidae	Limnothlypis	Limnothlypis swainsonii
1397	06470	Tennessee Warbler	Paruline obscure	Oreothlypis peregrina	Passeriformes	Parulidae	Oreothlypis	Oreothlypis peregrina
1398	06460	Orange-crowned Warbler	Paruline verdâtre	Oreothlypis celata	Passeriformes	Parulidae	Oreothlypis	Oreothlypis celata
1400	06430	Lucy's Warbler	Paruline de Lucy	Oreothlypis luciae	Passeriformes	Parulidae	Oreothlypis	Oreothlypis luciae
1401	06450	Nashville Warbler	Paruline à joues grises	Oreothlypis ruficapilla	Passeriformes	Parulidae	Oreothlypis	Oreothlypis ruficapilla
1402	06440	Virginia's Warbler	Paruline de Virginia	Oreothlypis virginiae	Passeriformes	Parulidae	Oreothlypis	Oreothlypis virginiae
1403	06780	Connecticut Warbler	Paruline à gorge grise	Oporornis agilis	Passeriformes	Parulidae	Oporornis	Oporornis agilis
1405	06800	MacGillivray's Warbler	Paruline des buissons	Geothlypis tolmiei	Passeriformes	Parulidae	Geothlypis	Geothlypis tolmiei
1406	06790	Mourning Warbler	Paruline triste	Geothlypis philadelphia	Passeriformes	Parulidae	Geothlypis	Geothlypis philadelphia
1407	06770	Kentucky Warbler	Paruline du Kentucky	Geothlypis formosa	Passeriformes	Parulidae	Geothlypis	Geothlypis formosa
1411	06810	Common Yellowthroat	Paruline masquée	Geothlypis trichas	Passeriformes	Parulidae	Geothlypis	Geothlypis trichas
1413	06840	Hooded Warbler	Paruline à capuchon	Setophaga citrina	Passeriformes	Parulidae	Setophaga	Setophaga citrina
1414	06870	American Redstart	Paruline flamboyante	Setophaga ruticilla	Passeriformes	Parulidae	Setophaga	Setophaga ruticilla
1415	06700	Kirtland's Warbler	Paruline de Kirtland	Setophaga kirtlandii	Passeriformes	Parulidae	Setophaga	Setophaga kirtlandii
1416	06500	Cape May Warbler	Paruline tigrée	Setophaga tigrina	Passeriformes	Parulidae	Setophaga	Setophaga tigrina
1417	06580	Cerulean Warbler	Paruline azurée	Setophaga cerulea	Passeriformes	Parulidae	Setophaga	Setophaga cerulea
1418	06480	Northern Parula	Paruline à collier	Setophaga americana	Passeriformes	Parulidae	Setophaga	Setophaga americana
1419	06490	Tropical Parula	Paruline à joues noires	Setophaga pitiayumi	Passeriformes	Parulidae	Setophaga	Setophaga pitiayumi
1420	06570	Magnolia Warbler	Paruline à tête cendrée	Setophaga magnolia	Passeriformes	Parulidae	Setophaga	Setophaga magnolia
1421	06600	Bay-breasted Warbler	Paruline à poitrine baie	Setophaga castanea	Passeriformes	Parulidae	Setophaga	Setophaga castanea
1422	06620	Blackburnian Warbler	Paruline à gorge orangée	Setophaga fusca	Passeriformes	Parulidae	Setophaga	Setophaga fusca
1423	06520	Yellow Warbler	Paruline jaune	Setophaga petechia	Passeriformes	Parulidae	Setophaga	Setophaga petechia
1424	06590	Chestnut-sided Warbler	Paruline à flancs marron	Setophaga pensylvanica	Passeriformes	Parulidae	Setophaga	Setophaga pensylvanica
1425	06610	Blackpoll Warbler	Paruline rayée	Setophaga striata	Passeriformes	Parulidae	Setophaga	Setophaga striata
1426	06540	Black-throated Blue Warbler	Paruline bleue	Setophaga caerulescens	Passeriformes	Parulidae	Setophaga	Setophaga caerulescens
1427	06720	Palm Warbler	Paruline à couronne rousse	Setophaga palmarum	Passeriformes	Parulidae	Setophaga	Setophaga palmarum
1428	06710	Pine Warbler	Paruline des pins	Setophaga pinus	Passeriformes	Parulidae	Setophaga	Setophaga pinus
1429	06550	(Myrtle Warbler) Yellow-rumped Warbler	Paruline à croupion jaune (groupe coronata)	Setophaga coronata coronata	Passeriformes	Parulidae	Setophaga	Setophaga coronata coronata
1430	06560	(Audubon's Warbler) Yellow-rumped Warbler	Paruline à croupion jaune (groupe auduboni)	Setophaga coronata audoboni	Passeriformes	Parulidae	Setophaga	Setophaga coronata audoboni
1431	06556	(unid. Myrtle/Audubon's) Yellow-rumped Warbler	Par. à croupion jaune (sous-espèce non identifié)	Setophaga coronata	Passeriformes	Parulidae	Setophaga	Setophaga coronata
1432	06630	Yellow-throated Warbler	Paruline à gorge jaune	Setophaga dominica	Passeriformes	Parulidae	Setophaga	Setophaga dominica
1433	06730	Prairie Warbler	Paruline des prés	Setophaga discolor	Passeriformes	Parulidae	Setophaga	Setophaga discolor
1434	06640	Grace's Warbler	Paruline de Grace	Setophaga graciae	Passeriformes	Parulidae	Setophaga	Setophaga graciae
1435	06650	Black-throated Gray Warbler	Paruline grise	Setophaga nigrescens	Passeriformes	Parulidae	Setophaga	Setophaga nigrescens
1436	06680	Townsend's Warbler	Paruline de Townsend	Setophaga townsendi	Passeriformes	Parulidae	Setophaga	Setophaga townsendi
1437	06690	Hermit Warbler	Paruline à tête jaune	Setophaga occidentalis	Passeriformes	Parulidae	Setophaga	Setophaga occidentalis
1438	06686	hybrid Townsend's Warbler x Hermit Warbler	hybride Paruline de Townsend x à tête jaune	Icterus townsendi x occidentalis	Passeriformes	Icteridae	Icterus	Icterus townsendi x occidentalis
1439	06685	unid. Townsend's Warbler / Hermit Warbler	unid Paruline de Townsend / Paruline à tête jaune	Setophaga townsendi / occidentalis	Passeriformes	Parulidae	Setophaga	Setophaga townsendi / occidentalis
1440	06660	Golden-cheeked Warbler	Paruline à dos noir	Setophaga chrysoparia	Passeriformes	Parulidae	Setophaga	Setophaga chrysoparia
1441	06670	Black-throated Green Warbler	Paruline à gorge noire	Setophaga virens	Passeriformes	Parulidae	Setophaga	Setophaga virens
1446	06860	Canada Warbler	Paruline du Canada	Cardellina canadensis	Passeriformes	Parulidae	Cardellina	Cardellina canadensis
1447	06850	Wilson's Warbler	Paruline à calotte noire	Cardellina pusilla	Passeriformes	Parulidae	Cardellina	Cardellina pusilla
1448	06900	Red-faced Warbler	Paruline à face rouge	Cardellina rubrifrons	Passeriformes	Parulidae	Cardellina	Cardellina rubrifrons
1451	06880	Painted Redstart	Paruline à ailes blanches	Myioborus pictus	Passeriformes	Parulidae	Myioborus	Myioborus pictus
1454	06090	Hepatic Tanager	Piranga orangé	Piranga flava	Passeriformes	Cardinalidae	Piranga	Piranga flava
1455	06100	Summer Tanager	Piranga vermillon	Piranga rubra	Passeriformes	Cardinalidae	Piranga	Piranga rubra
1456	06080	Scarlet Tanager	Piranga écarlate	Piranga olivacea	Passeriformes	Cardinalidae	Piranga	Piranga olivacea
1457	06070	Western Tanager	Piranga à tête rouge	Piranga ludoviciana	Passeriformes	Cardinalidae	Piranga	Piranga ludoviciana
1465	05930	Northern Cardinal	Cardinal rouge	Cardinalis cardinalis	Passeriformes	Cardinalidae	Cardinalis	Cardinalis cardinalis
1466	05940	Pyrrhuloxia	Cardinal pyrrhuloxia	Cardinalis sinuatus	Passeriformes	Cardinalidae	Cardinalis	Cardinalis sinuatus
1467	05935	unid. Northern Cardinal / Pyrrhuloxia	unid Cardinal rouge / Cardinal pyrrhuloxia	Cardinalis cardinalis / sinuatus	Passeriformes	Cardinalidae	Cardinalis	Cardinalis cardinalis / sinuatus
1469	05950	Rose-breasted Grosbeak	Cardinal à poitrine rose	Pheucticus ludovicianus	Passeriformes	Cardinalidae	Pheucticus	Pheucticus ludovicianus
1470	05960	Black-headed Grosbeak	Cardinal à tête noire	Pheucticus melanocephalus	Passeriformes	Cardinalidae	Pheucticus	Pheucticus melanocephalus
1476	05970	Blue Grosbeak	Guiraca bleu	Passerina caerulea	Passeriformes	Cardinalidae	Passerina	Passerina caerulea
1477	05990	Lazuli Bunting	Passerin azuré	Passerina amoena	Passeriformes	Cardinalidae	Passerina	Passerina amoena
1478	05980	Indigo Bunting	Passerin indigo	Passerina cyanea	Passeriformes	Cardinalidae	Passerina	Passerina cyanea
1479	05986	hybrid Lazuli Bunting x Indigo Bunting	hybride Passerin azuré x Passerin indigo	Passerina amoena x cyanea	Passeriformes	Cardinalidae	Passerina	Passerina amoena x cyanea
1482	06000	Varied Bunting	Passerin varié	Passerina versicolor	Passeriformes	Cardinalidae	Passerina	Passerina versicolor
1483	06010	Painted Bunting	Passerin nonpareil	Passerina ciris	Passeriformes	Cardinalidae	Passerina	Passerina ciris
1484	06040	Dickcissel	Dickcissel d'Amérique	Spiza americana	Passeriformes	Cardinalidae	Spiza	Spiza americana
